ID Visitante;ID Loja;Latitude;Longitude;Mes;Ano;Total de visitas;Total semanas com visitas;Media do numero de visitas por semana;Prioridade;Tempo em loja;Jornada de trabalho diaria
3334;3535;-23,5232675;-46,20656;1;2019;27;5;5,4;1;28800;28800
3333;3531;-23,5705995;-46,0422877;1;2019;13;5;2,6;1;28800;28800
3333;3782;-23,5280736;-46,1668778;1;2019;14;5;2,8;1;28800;28800
3331;3224;-23,2375906;-45,896762;1;2019;27;5;5,4;2;28800;28800
3330;3224;-23,2375906;-45,896762;1;2019;27;5;5,4;1;28800;28800
3329;3218;-23,1901251;-45,8741667;1;2019;14;5;2,8;1;28800;28800
3329;3292;-23,1715066;-45,8920309;1;2019;3;1;3;2;14400;28800
3329;4208;-23,218177;-45,890896;1;2019;12;5;2,4;1;28800;28800
3324;2754;-23,5455175;-46,3804383;1;2019;10;5;2;2;14400;28800
3324;3533;-23,5224534;-46,187124;1;2019;10;5;2;1;14400;28800
3324;3535;-23,5232675;-46,20656;1;2019;8;4;2;2;14400;28800
3324;3553;-23,5457663;-46,3126713;1;2019;5;5;1;1;14400;28800
3324;3608;-23,3945974;-46,3236291;1;2019;7;5;1,4;1;14400;28800
3324;3664;-23,3953277;-46,3282626;1;2019;6;5;1,2;1;14400;28800
3324;3750;-23,513877;-46,181273;1;2019;4;4;1;2;14400;28800
3324;4702;-23,4948026;-46,3893718;1;2019;4;4;1;1;14400;28800
3322;3227;-23,6512144;-46,5752748;1;2019;1;1;1;1;28800;28800
3322;3232;-23,639237;-46,5170705;1;2019;11;5;2,2;2;7200;28800
3322;3236;-23,6194873;-46,5388493;1;2019;11;5;2,2;1;14400;28800
3322;3238;-23,6386836;-46,539636;1;2019;15;5;3;3;7200;28800
3322;3565;-23,5930631;-46,4884322;1;2019;9;5;1,8;2;7200;28800
3322;3706;-23,6019898;-46,5310917;1;2019;1;1;1;4;7200;28800
3322;3784;-23,6390545;-46,5265012;1;2019;15;5;3;2;3600;28800
3322;5589;-23,583272;-46,496457;1;2019;15;5;3;1;3600;28800
3322;5651;-23,700271;-46,611294;1;2019;20;5;4;1;3600;28800
3322;6488;-23,7011768;-46,5907893;1;2019;18;5;3,6;1;7200;28800
3322;10439;-23,5668094;-46,5143981;1;2019;13;5;2,6;1;14400;28800
3321;3604;-23,5657506;-46,8475113;1;2019;14;5;2,8;1;28800;28800
3321;5621;-23,5317037;-46,8368449;1;2019;19;5;3,8;1;28800;28800
3320;3179;-23,5269939;-46,6714299;1;2019;27;5;5,4;1;28800;28800
3319;3190;-23,5248785;-46,6832289;1;2019;27;5;5,4;1;28800;28800
3317;3605;-23,4672909;-46,670005;1;2019;10;5;2;1;28800;28800
3317;3606;-23,5172695;-46,8412017;1;2019;14;5;2,8;1;28800;28800
3317;3665;-23,4599778;-46,6752078;1;2019;3;3;1;3;7200;28800
3314;3133;-23,5718514;-46,6572007;1;2019;9;5;1,8;1;7200;28800
3314;3136;-23,5681061;-46,6581354;1;2019;9;5;1,8;1;7200;28800
3314;3335;-23,5722468;-46,6621132;1;2019;9;5;1,8;1;7200;28800
3314;3413;-23,5704761;-46,6601436;1;2019;9;5;1,8;1;7200;28800
3314;3416;-23,5639383;-46,6537032;1;2019;9;5;1,8;1;14400;28800
3314;3516;-23,5620547;-46,6524088;1;2019;9;5;1,8;1;14400;28800
3314;3517;-23,5711568;-46,661142;1;2019;9;5;1,8;1;7200;28800
3314;4765;-23,5569721;-46,660379;1;2019;5;5;1;1;14400;28800
3314;4787;-23,5637744;-46,6540703;1;2019;9;5;1,8;1;14400;28800
3314;4862;-23,5631538;-46,6531847;1;2019;9;5;1,8;1;14400;28800
3310;3179;-23,5269939;-46,6714299;1;2019;20;5;4;2;7200;28800
3310;3189;-23,5041823;-46,706763;1;2019;7;5;1,4;1;3600;28800
3310;3190;-23,5248785;-46,6832289;1;2019;7;5;1,4;2;14400;28800
3310;3613;-23,5163023;-46,7547226;1;2019;5;5;1;2;3600;28800
3310;4700;-23,5047041;-46,6878589;1;2019;6;5;1,2;1;14400;28800
3310;5555;-23,51621;-46,669908;1;2019;7;5;1,4;2;7200;28800
3308;3613;-23,5163023;-46,7547226;1;2019;27;5;5,4;1;28800;28800
3305;3183;-23,4082265;-46,8561793;1;2019;5;4;1,25;1;14400;28800
3305;3184;-23,4094779;-46,8482383;1;2019;5;4;1,25;1;14400;28800
3305;3202;-23,4442093;-46,7257686;1;2019;13;4;3,25;3;14400;28800
3305;3605;-23,4672909;-46,670005;1;2019;7;5;1,4;2;14400;28800
3305;3606;-23,5172695;-46,8412017;1;2019;9;5;1,8;2;14400;28800
3305;5134;-23,4675831;-46,7002577;1;2019;10;5;2;1;14400;28800
3305;5336;-23,4403202;-46,7215216;1;2019;10;5;2;2;28800;28800
3305;5556;-23,5277998;-46,8492309;1;2019;9;5;1,8;1;7200;28800
3297;10428;-23,5548734;-46,3839192;1;2019;27;5;5,4;1;28800;28800
3296;3524;-23,5824582;-46,4156332;1;2019;5;5;1;1;14400;28800
3296;3525;-23,5516853;-46,4642105;1;2019;4;4;1;2;28800;28800
3296;3704;-23,5510304;-46,4890899;1;2019;9;4;2,25;2;14400;28800
3296;3705;-23,5376923;-46,4270522;1;2019;10;5;2;2;14400;28800
3296;3731;-23,5545001;-46,4928536;1;2019;7;4;1,75;2;14400;28800
3296;4538;-23,5502437;-46,4454537;1;2019;7;4;1,75;1;28800;28800
3296;4701;-23,5648329;-46,4152086;1;2019;4;3;1,33;1;14400;28800
3295;3712;-23,5433454;-46,3165944;1;2019;27;5;5,4;1;28800;28800
3292;9326;-23,5150875;-46,3726263;1;2019;13;5;2,6;1;28800;28800
3289;3710;-23,4984611;-46,4554064;1;2019;27;5;5,4;1;28800;28800
3287;3705;-23,5376923;-46,4270522;1;2019;27;5;5,4;1;28800;28800
3285;4771;-23,5464377;-46,5636207;1;2019;27;5;5,4;2;28800;28800
3280;3206;-23,5826983;-46,5922742;1;2019;14;5;2,8;2;14400;28800
3280;3573;-23,5890511;-46,5436625;1;2019;9;5;1,8;2;14400;28800
3280;3721;-23,5664745;-46,5978694;1;2019;5;5;1;2;14400;28800
3280;5036;-23,5836295;-46,6002434;1;2019;5;5;1;2;28800;28800
3280;5128;-23,5899051;-46,5448497;1;2019;12;5;2,4;2;14400;28800
3280;10441;-23,577682;-46,5767245;1;2019;5;5;1;2;28800;28800
3278;3188;-23,46813;-46,5916528;1;2019;6;3;2;2;7200;28800
3278;3203;-23,4581243;-46,6132477;1;2019;5;2;2,5;3;3600;28800
3278;3205;-23,5069311;-46,6007115;1;2019;4;3;1,33;1;14400;28800
3278;3521;-23,4560342;-46,6023137;1;2019;4;2;2;2;7200;28800
3278;3674;-23,471188;-46,649851;1;2019;5;3;1,67;2;7200;28800
3278;4762;-23,4771445;-46,6458757;1;2019;5;3;1,67;5;7200;28800
3278;5378;-23,4462906;-46,5660836;1;2019;5;3;1,67;2;3600;28800
3273;3674;-23,471188;-46,649851;1;2019;27;5;5,4;1;28800;28800
3272;3730;-23,4632467;-46,5838477;1;2019;8;5;1,6;4;14400;28800
3272;4806;-23,5218722;-46,6039889;1;2019;15;5;3;4;3600;28800
3272;5378;-23,4462906;-46,5660836;1;2019;4;2;2;3;3600;28800
3268;3195;-23,443797;-46,408575;1;2019;27;5;5,4;1;28800;28800
3265;3730;-23,4632467;-46,5838477;1;2019;27;5;5,4;1;28800;28800
3264;3521;-23,4560342;-46,6023137;1;2019;27;5;5,4;1;28800;28800
3263;4766;-23,4629205;-46,5540419;1;2019;14;5;2,8;1;28800;28800
3263;4768;-23,4757704;-46,5538658;1;2019;13;5;2,6;1;28800;28800
3260;3730;-23,4632467;-46,5838477;1;2019;27;5;5,4;3;7200;28800
3259;4800;-23,43029602;-46,52720056;1;2019;15;5;3;1;28800;28800
3259;4848;-23,4484743;-46,5083087;1;2019;13;5;2,6;1;28800;28800
3257;3358;-23,5344487;-46,782525;1;2019;12;4;3;1;7200;28800
3257;3371;-23,506713;-46,8756192;1;2019;1;1;1;2;7200;28800
3257;3410;-23,5366658;-46,7759846;1;2019;13;5;2,6;1;7200;28800
3257;3514;-23,5323807;-46,7785622;1;2019;13;5;2,6;1;7200;28800
3257;3574;-23,5341436;-46,7796329;1;2019;12;5;2,4;1;7200;28800
3257;4860;-23,464228;-46,8715949;1;2019;1;1;1;2;3600;28800
3257;5614;-23,5293636;-46,7791792;1;2019;11;5;2,2;1;14400;28800
3257;5615;-23,5289289;-46,7787635;1;2019;12;5;2,4;1;7200;28800
3257;5616;-23,5418807;-46,7661733;1;2019;14;5;2,8;1;7200;28800
3257;5618;-23,5307298;-46,7939636;1;2019;8;5;1,6;1;14400;28800
3257;5620;-23,5187166;-46,7530698;1;2019;10;5;2;1;7200;28800
3257;5626;-23,5057884;-46,8342051;1;2019;1;1;1;3;3600;28800
3255;6467;-23,41338;-46,454037;1;2019;26;5;5,2;1;28800;28800
3254;3611;-23,4592025;-46,5635925;1;2019;27;5;5,4;1;7200;28800
3252;3203;-23,4581243;-46,6132477;1;2019;4;1;4;1;28800;28800
3252;5379;-23,4494672;-46,5361045;1;2019;25;5;5;1;3600;28800
3251;4762;-23,4771445;-46,6458757;1;2019;27;5;5,4;2;14400;28800
3250;3202;-23,4442093;-46,7257686;1;2019;13;5;2,6;2;28800;28800
3250;3605;-23,4672909;-46,670005;1;2019;2;2;1;3;28800;28800
3250;3609;-23,4854967;-46,6813804;1;2019;14;5;2,8;1;28800;28800
3249;3674;-23,471188;-46,649851;1;2019;1;1;1;4;14400;28800
3249;4762;-23,4771445;-46,6458757;1;2019;27;5;5,4;1;28800;28800
3246;3205;-23,5069311;-46,6007115;1;2019;4;3;1,33;2;7200;28800
3246;3207;-23,4287028;-46,5367587;1;2019;8;5;1,6;1;14400;28800
3246;3521;-23,4560342;-46,6023137;1;2019;3;3;1;3;7200;28800
3246;3726;-23,4331127;-46,5455278;1;2019;9;5;1,8;1;28800;28800
3246;3729;-23,4277589;-46,50037;1;2019;5;5;1;1;14400;28800
3246;4767;-23,4317949;-46,5015217;1;2019;4;4;1;1;28800;28800
3246;5043;-23,4299453;-46,4365956;1;2019;7;5;1,4;1;7200;28800
3246;5127;-23,435809;-46,406042;1;2019;6;5;1,2;1;14400;28800
3246;5378;-23,4462906;-46,5660836;1;2019;5;3;1,67;1;14400;28800
3246;5380;-23,416197;-46,446023;1;2019;7;5;1,4;1;7200;28800
3245;2734;-23,434227;-46,4037586;1;2019;10;5;2;1;14400;28800
3245;3180;-23,4532094;-46,5083211;1;2019;6;5;1,2;1;14400;28800
3245;3188;-23,46813;-46,5916528;1;2019;4;4;1;3;7200;28800
3245;3195;-23,443797;-46,408575;1;2019;9;4;2,25;2;14400;28800
3245;3203;-23,4581243;-46,6132477;1;2019;4;4;1;2;7200;28800
3245;3678;-23,4603274;-46,518885;1;2019;10;5;2;2;14400;28800
3245;4848;-23,4484743;-46,5083087;1;2019;6;5;1,2;2;14400;28800
3245;6467;-23,41338;-46,454037;1;2019;10;5;2;2;14400;28800
3245;10445;-23,4395963;-46,4228227;1;2019;8;3;2,67;1;14400;28800
3244;3099;-23,5233649;-46,8262771;1;2019;6;4;1,5;1;14400;28800
3244;3186;-23,4857592;-46,6930877;1;2019;10;5;2;1;14400;28800
3244;3607;-23,5388584;-46,8252743;1;2019;10;5;2;1;14400;28800
3244;3609;-23,4854967;-46,6813804;1;2019;5;5;1;2;14400;28800
3244;3665;-23,4599778;-46,6752078;1;2019;9;4;2,25;2;14400;28800
3244;3727;-23,5595703;-46,799853;1;2019;7;4;1,75;1;14400;28800
3244;5484;-23,508411;-46,6882024;1;2019;9;5;1,8;1;28800;28800
3244;5619;-23,5248166;-46,8153593;1;2019;7;3;2,33;1;14400;28800
3239;3238;-23,6386836;-46,539636;1;2019;27;5;5,4;2;14400;28800
3234;3078;-23,6646561;-46,4481204;1;2019;27;5;5,4;1;28800;28800
3233;3080;-23,6639304;-46,523511;1;2019;23;5;4,6;1;28800;28800
3233;10396;-23,644173;-46,55995;1;2019;3;3;1;1;28800;28800
3231;3079;-23,6777486;-46,5375575;1;2019;14;5;2,8;1;28800;28800
3231;3237;-23,6866511;-46,5213296;1;2019;13;5;2,6;1;28800;28800
3231;3261;-23,69782;-46,5064179;1;2019;1;1;1;2;28800;28800
3229;3230;-23,7147189;-46,5529795;1;2019;27;5;5,4;1;28800;28800
3228;3232;-23,639237;-46,5170705;1;2019;14;5;2,8;1;28800;28800
3228;3235;-23,6709003;-46,5136955;1;2019;1;1;1;2;28800;28800
3228;3261;-23,69782;-46,5064179;1;2019;13;5;2,6;1;28800;28800
3218;3713;-23,635615;-46,7886407;1;2019;27;5;5,4;2;28800;28800
3217;4537;-23,631596;-46,737293;1;2019;27;5;5,4;1;28800;28800
3215;5070;-23,6747767;-46,7130733;1;2019;21;5;4,2;1;14400;28800
3215;6489;-23,7177821;-46,7015807;1;2019;3;2;1,5;1;7200;28800
3215;6757;-23,7563586;-46,6675268;1;2019;7;4;1,75;1;3600;28800
3214;2753;-23,8930533;-46,4303043;1;2019;27;5;5,4;1;28800;28800
3213;3201;-23,6549231;-46,7008343;1;2019;12;5;2,4;2;14400;28800
3213;3614;-23,6323096;-46,7593479;1;2019;14;5;2,8;2;7200;28800
3213;3677;-23,6529362;-46,8507791;1;2019;10;5;2;1;14400;28800
3213;3713;-23,635615;-46,7886407;1;2019;16;5;3,2;3;7200;28800
3213;4770;-23,6783528;-46,6989041;1;2019;14;5;2,8;1;7200;28800
3213;4888;-23,8305351;-46,8149483;1;2019;10;5;2;1;7200;28800
3213;5363;-23,6468141;-46,7558759;1;2019;14;5;2,8;1;7200;28800
3212;3098;-24,1822571;-46,8128659;1;2019;28;5;5,6;1;14400;28800
3212;3697;-23,9685068;-46,3840856;1;2019;25;5;5;3;3600;28800
3212;3789;-24,0061489;-46,4445395;1;2019;26;5;5,2;1;3600;28800
3212;4084;-23,963931;-46,385676;1;2019;25;5;5;2;3600;28800
3212;5397;-24,014707;-46,448402;1;2019;26;5;5,2;1;7200;28800
3210;2740;-23,0873839;-47,2157573;1;2019;6;4;1,5;1;7200;28800
3210;2934;-23,2032128;-47,2895827;1;2019;10;5;2;2;3600;28800
3210;3039;-23,2753554;-47,2911044;1;2019;10;5;2;1;3600;28800
3210;3047;-23,1056392;-47,2181405;1;2019;6;4;1,5;1;7200;28800
3210;3048;-23,0880123;-47,2164053;1;2019;6;4;1,5;1;7200;28800
3210;3767;-23,0885313;-47,2165009;1;2019;8;4;2;1;7200;28800
3210;4331;-23,0858412;-47,1992102;1;2019;5;5;1;1;7200;28800
3210;5006;-23,2634162;-47,2987019;1;2019;10;5;2;1;3600;28800
3210;5007;-23,264395;-47,29776;1;2019;10;5;2;1;3600;28800
3210;5018;-23,2059627;-47,2925191;1;2019;6;4;1,5;1;3600;28800
3210;6780;-23,0829957;-47,2038486;1;2019;5;5;1;1;7200;28800
3209;3627;-22,8181083;-47,1695939;1;2019;9;5;1,8;2;14400;28800
3209;3629;-22,799608;-47,1940056;1;2019;8;5;1,6;2;28800;28800
3209;3632;-22,8331041;-47,1649549;1;2019;8;5;1,6;1;14400;28800
3209;3634;-22,8180146;-47,2456582;1;2019;10;5;2;2;28800;28800
3209;4279;-22,8083277;-47,2479062;1;2019;13;5;2,6;1;28800;28800
3206;9230;-23,07958262;-47,22389796;1;2019;22;5;4,4;1;28800;28800
3199;5421;-22,829932;-47,266757;1;2019;27;5;5,4;1;14400;28800
3196;1228;-23,1130575;-47,2179481;1;2019;18;5;3,6;1;28800;28800
3196;4745;-23,0862652;-47,1999548;1;2019;10;5;2;1;28800;28800
3195;3629;-22,799608;-47,1940056;1;2019;17;5;3,4;1;28800;28800
3195;3635;-22,8322876;-47,2724787;1;2019;10;5;2;1;28800;28800
3194;2743;-23,0805562;-47,1989795;1;2019;27;5;5,4;1;28800;28800
3193;2735;-22,8920666;-47,2297721;1;2019;27;5;5,4;1;28800;28800
3191;3634;-22,8180146;-47,2456582;1;2019;27;5;5,4;1;14400;28800
3190;3197;-22,9005011;-47,2522353;1;2019;13;5;2,6;1;14400;28800
3190;3636;-22,8477955;-47,1918743;1;2019;14;5;2,8;1;14400;28800
3187;2736;-22,8824111;-47,1973246;1;2019;14;3;4,67;1;14400;28800
3184;1228;-23,1130575;-47,2179481;1;2019;9;4;2,25;2;14400;28800
3184;2739;-23,1122303;-47,2332786;1;2019;13;5;2,6;1;14400;28800
3184;4498;-23,2171087;-47,2994408;1;2019;14;5;2,8;1;14400;28800
3184;6696;-23,1973203;-47,3011402;1;2019;9;5;1,8;1;14400;28800
3184;6715;-23,1994436;-47,2877852;1;2019;9;5;1,8;2;28800;28800
3183;1233;-23,2626953;-47,2855007;1;2019;9;5;1,8;1;14400;28800
3183;1556;-23,2650053;-47,2796922;1;2019;11;5;2,2;1;14400;28800
3183;3014;-23,2551161;-47,3193968;1;2019;16;5;3,2;1;28800;28800
3183;3038;-23,2769471;-47,2811451;1;2019;10;5;2;1;14400;28800
3183;4727;-23,2578422;-47,2987479;1;2019;5;5;1;1;14400;28800
3181;3628;-22,8123382;-47,2766469;1;2019;9;5;1,8;1;14400;28800
3181;3630;-22,8226342;-47,2713651;1;2019;9;5;1,8;2;28800;28800
3181;3631;-22,8149508;-47,2858839;1;2019;8;5;1,6;2;28800;28800
3181;3635;-22,8322876;-47,2724787;1;2019;11;5;2,2;2;14400;28800
3181;5421;-22,829932;-47,266757;1;2019;12;5;2,4;2;14400;28800
3180;2743;-23,0805562;-47,1989795;1;2019;9;5;1,8;2;28800;28800
3180;2745;-23,1155106;-47,2407956;1;2019;8;5;1,6;1;28800;28800
3180;3045;-23,1153916;-47,2193428;1;2019;9;5;1,8;1;28800;28800
3180;4310;-23,213515;-47,27825;1;2019;4;4;1;2;14400;28800
3180;4497;-23,0946759;-47,2250856;1;2019;10;5;2;2;28800;28800
3180;4745;-23,0862652;-47,1999548;1;2019;6;5;1,2;2;14400;28800
3180;4928;-23,1800895;-47,3114959;1;2019;4;4;1;1;28800;28800
3177;2817;-22,0001403;-47,4259006;1;2019;14;5;2,8;1;28800;28800
3177;2818;-22,0113158;-47,4255166;1;2019;13;5;2,6;1;28800;28800
3176;2815;-22,7264334;-47,6233354;1;2019;15;5;3;1;28800;28800
3176;4717;-22,677417;-47,687352;1;2019;5;2;2,5;3;28800;28800
3176;10789;-22,760271;-47,6122389;1;2019;7;3;2,33;1;28800;28800
3175;2844;-22,7020104;-47,6524397;1;2019;12;5;2,4;1;28800;28800
3175;3530;-22,552541;-47,913745;1;2019;17;5;3,4;1;28800;28800
3174;2810;-22,6797605;-47,6778599;1;2019;25;5;5;1;28800;28800
3174;10613;-22,73832;-47,6298853;1;2019;2;1;2;2;28800;28800
3173;2859;-22,35919;-47,368669;1;2019;10;5;2;1;28800;28800
3173;2860;-22,3486476;-47,3847392;1;2019;17;5;3,4;1;28800;28800
3172;5427;-22,7470488;-47,6342883;1;2019;27;5;5,4;1;28800;28800
3170;2987;-22,562492;-47,4206645;1;2019;13;5;2,6;1;28800;28800
3170;5133;-22,593053;-47,414846;1;2019;14;5;2,8;1;28800;28800
3169;2857;-22,3621017;-47,3891883;1;2019;13;5;2,6;1;28800;28800
3169;2861;-22,3565693;-47,3379766;1;2019;14;5;2,8;1;28800;28800
3167;2847;-22,7476239;-47,6383183;1;2019;13;5;2,6;1;28800;28800
3167;6716;-22,710331;-47,655032;1;2019;14;5;2,8;1;28800;28800
3164;1263;-22,7379279;-47,6477084;1;2019;5;1;5;1;28800;28800
3164;4717;-22,677417;-47,687352;1;2019;24;5;4,8;1;28800;28800
3163;2992;-22,5691239;-47,3993182;1;2019;23;5;4,6;1;7200;28800
3163;5434;-22,562822;-47,4022469;1;2019;4;4;1;2;14400;28800
3162;1235;-22,5287538;-47,3887336;1;2019;7;3;2,33;3;28800;28800
3162;2991;-22,5714523;-47,4099189;1;2019;13;5;2,6;1;28800;28800
3162;6712;-22,5792595;-47,4210659;1;2019;7;3;2,33;1;28800;28800
3161;2930;-22,4124627;-47,569597;1;2019;5;2;2,5;1;28800;28800
3161;2932;-22,3959994;-47,5660699;1;2019;13;5;2,6;1;28800;28800
3161;4713;-22,4150355;-47,5747382;1;2019;9;3;3;1;28800;28800
3157;1235;-22,5287538;-47,3887336;1;2019;13;5;2,6;2;28800;28800
3157;4491;-22,5665082;-47,3809921;1;2019;14;5;2,8;1;28800;28800
3150;1259;-22,3578336;-47,3747;1;2019;7;4;1,75;2;28800;28800
3150;2857;-22,3621017;-47,3891883;1;2019;5;5;1;2;28800;28800
3150;2859;-22,35919;-47,368669;1;2019;10;5;2;2;14400;28800
3150;2860;-22,3486476;-47,3847392;1;2019;10;4;2,5;2;28800;28800
3150;2861;-22,3565693;-47,3379766;1;2019;8;5;1,6;2;14400;28800
3150;6713;-22,360855;-47,3797717;1;2019;7;4;1,75;2;28800;28800
3149;2702;-22,9299505;-47,0938472;1;2019;4;2;2;3;28800;28800
3149;2703;-22,8782458;-47,0444546;1;2019;1;1;1;3;7200;28800
3149;2706;-22,8281937;-47,0805161;1;2019;1;1;1;3;14400;28800
3149;2707;-22,8809632;-47,0694601;1;2019;1;1;1;3;14400;28800
3149;2709;-22,919238;-47,1104957;1;2019;1;1;1;2;14400;28800
3149;2710;-22,8335346;-47,0795918;1;2019;1;1;1;2;14400;28800
3149;2713;-22,9309764;-47,0370948;1;2019;1;1;1;1;7200;28800
3149;2714;-22,9371914;-47,0498621;1;2019;1;1;1;1;7200;28800
3149;2735;-22,8920666;-47,2297721;1;2019;3;2;1,5;2;14400;28800
3149;2736;-22,8824111;-47,1973246;1;2019;2;2;1;2;28800;28800
3149;2737;-22,8611083;-47,2156716;1;2019;2;1;2;2;28800;28800
3149;2738;-22,9010881;-47,1729639;1;2019;3;3;1;2;14400;28800
3149;2778;-22,9089324;-47,0960344;1;2019;2;2;1;3;7200;28800
3149;3044;-23,0113216;-46,8425828;1;2019;1;1;1;3;7200;28800
3149;3787;-22,8476454;-47,1000162;1;2019;1;1;1;2;28800;28800
3149;3986;-22,780802;-47,141995;1;2019;2;1;2;2;14400;28800
3149;4511;-22,890163;-47,058335;1;2019;1;1;1;3;28800;28800
3149;4512;-22,931188;-47,086145;1;2019;2;2;1;3;7200;28800
3149;5050;-23,006805;-46,8360974;1;2019;1;1;1;4;7200;28800
3149;5422;-22,863079;-47,213687;1;2019;1;1;1;1;7200;28800
3149;6698;-22,945398;-47,052369;1;2019;6;4;1,5;2;28800;28800
3149;6718;-23,004915;-46,8458973;1;2019;1;1;1;5;28800;28800
3148;2817;-22,0001403;-47,4259006;1;2019;6;5;1,2;2;28800;28800
3148;2818;-22,0113158;-47,4255166;1;2019;5;5;1;2;28800;28800
3148;2983;-22,1854284;-47,3900762;1;2019;16;5;3,2;1;28800;28800
3147;2923;-22,3845305;-47,5731919;1;2019;6;5;1,2;1;14400;28800
3147;2925;-22,4012849;-47,5684979;1;2019;9;5;1,8;1;14400;28800
3147;2929;-22,422108;-47,5660122;1;2019;8;5;1,6;1;28800;28800
3147;2930;-22,4124627;-47,569597;1;2019;9;5;1,8;2;28800;28800
3147;2932;-22,3959994;-47,5660699;1;2019;4;4;1;2;28800;28800
3147;4713;-22,4150355;-47,5747382;1;2019;10;5;2;2;14400;28800
3147;10701;-22,419022;-47,57995;1;2019;4;4;1;1;28800;28800
3145;1260;-22,7242233;-47,6747346;1;2019;9;5;1,8;2;28800;28800
3145;2815;-22,7264334;-47,6233354;1;2019;4;4;1;2;14400;28800
3145;2847;-22,7476239;-47,6383183;1;2019;5;4;1,25;2;28800;28800
3145;3530;-22,552541;-47,913745;1;2019;6;5;1,2;2;14400;28800
3145;4717;-22,677417;-47,687352;1;2019;14;5;2,8;2;28800;28800
3145;5427;-22,7470488;-47,6342883;1;2019;8;5;1,6;2;28800;28800
3145;10613;-22,73832;-47,6298853;1;2019;3;3;1;1;14400;28800
3145;10789;-22,760271;-47,6122389;1;2019;5;4;1,25;2;14400;28800
3144;2977;-23,1450382;-46,9152414;1;2019;10;5;2;1;28800;28800
3144;3012;-23,1495632;-46,8442332;1;2019;11;5;2,2;1;28800;28800
3144;7784;-23,1550145;-47,0524585;1;2019;6;4;1,5;2;28800;28800
3143;2979;-23,183688;-46,9155346;1;2019;5;3;1,67;1;28800;28800
3143;3008;-23,1883365;-46,8559494;1;2019;22;5;4,4;1;28800;28800
3142;2977;-23,1450382;-46,9152414;1;2019;6;4;1,5;2;14400;28800
3142;2979;-23,183688;-46,9155346;1;2019;5;4;1,25;2;14400;28800
3142;3008;-23,1883365;-46,8559494;1;2019;4;4;1;2;14400;28800
3142;3012;-23,1495632;-46,8442332;1;2019;6;4;1,5;2;14400;28800
3142;3073;-23,215313;-46,878659;1;2019;4;4;1;2;14400;28800
3142;5381;-23,3185873;-46,7542934;1;2019;6;5;1,2;2;14400;28800
3142;5483;-23,2016;-46,879812;1;2019;6;5;1,2;1;14400;28800
3142;6449;-23,286684;-46,742096;1;2019;6;5;1,2;1;14400;28800
3142;6589;-23,2044243;-46,8816416;1;2019;6;5;1,2;1;14400;28800
3142;6761;-23,1789431;-46,8968766;1;2019;5;4;1,25;3;14400;28800
3140;2980;-23,1838618;-46,9666255;1;2019;13;5;2,6;2;3600;28800
3140;3073;-23,215313;-46,878659;1;2019;8;4;2;3;3600;28800
3140;6589;-23,2044243;-46,8816416;1;2019;9;5;1,8;2;7200;28800
3138;1236;-23,1831551;-46,90742;1;2019;27;5;5,4;1;28800;28800
3137;3182;-23,2436155;-47,0601552;1;2019;6;3;2;1;14400;28800
3137;3601;-23,2464182;-47,0566009;1;2019;5;3;1,67;1;28800;28800
3137;7784;-23,1550145;-47,0524585;1;2019;8;3;2,67;1;28800;28800
3136;1234;-23,1775193;-46,8811934;1;2019;27;5;5,4;1;14400;28800
3135;1236;-23,1831551;-46,90742;1;2019;5;3;1,67;2;28800;28800
3135;4736;-23,175556;-46,8943423;1;2019;22;5;4,4;1;28800;28800
3128;2976;-23,2054826;-46,8828288;1;2019;13;5;2,6;1;28800;28800
3128;3010;-23,1725199;-46,8924986;1;2019;13;5;2,6;1;28800;28800
3128;3182;-23,2436155;-47,0601552;1;2019;1;1;1;3;28800;28800
3124;2976;-23,2054826;-46,8828288;1;2019;4;3;1,33;2;14400;28800
3124;2980;-23,1838618;-46,9666255;1;2019;6;4;1,5;1;14400;28800
3124;3009;-23,1924311;-46,9092899;1;2019;5;3;1,67;2;14400;28800
3124;3010;-23,1725199;-46,8924986;1;2019;5;5;1;2;14400;28800
3124;3182;-23,2436155;-47,0601552;1;2019;5;5;1;2;14400;28800
3124;3600;-23,1699549;-46,8928905;1;2019;5;5;1;2;14400;28800
3124;3601;-23,2464182;-47,0566009;1;2019;5;5;1;2;14400;28800
3124;3754;-23,2139248;-46,8404595;1;2019;4;3;1,33;1;14400;28800
3124;4440;-23,1873571;-46,8771782;1;2019;5;3;1,67;1;14400;28800
3124;7784;-23,1550145;-47,0524585;1;2019;6;5;1,2;3;14400;28800
3123;3041;-23,58554193;-48,04879189;1;2019;27;5;5,4;1;28800;28800
3123;3703;-23,214651;-47,5236613;1;2019;1;1;1;2;28800;28800
3122;1539;-23,530875;-47,463779;1;2019;23;5;4,6;1;28800;28800
3122;5462;-23,5373238;-47,503488;1;2019;6;5;1,2;1;14400;28800
3121;1553;-23,4862734;-47,4715282;1;2019;27;5;5,4;1;28800;28800
3120;1540;-23,5173276;-47,4649491;1;2019;27;5;5,4;1;14400;28800
3118;1539;-23,530875;-47,463779;1;2019;8;4;2;2;14400;28800
3118;1541;-23,5329278;-47,4646189;1;2019;9;5;1,8;2;14400;28800
3118;3540;-23,547982;-47,185403;1;2019;4;4;1;2;7200;28800
